Cat Course,Subj Code,Crse Numb,Csta Code,Long Course Title,Coll Code,Coll Desc,Dept Desc,Cat Preq Term Code Eff,Cat Preq Seqno,Cat Preq Connector,Cat Preq Conn Desc,Cat Preq Lparen,Cat Preq Course,Cat Preq Subj Code,Cat Preq Crse Numb,Cat Preq Levl Code,Cat Preq Min Grde,Preq,Cat Preq Concurrency Ind,Cat Preq Rparen,Cat Preq Tesc Code,Cat Preq Test Score
AE 220,AE,220,A,Introduction to HVAC,E,College of Engineering,"Civil, Arch, & Environ Engr",201715,1,,,(,CAEE 202,CAEE,202,UG,D,1,,,,
AE 220,AE,220,A,Introduction to HVAC,E,College of Engineering,"Civil, Arch, & Environ Engr",201715,4,O,Or,,ENGR 210,ENGR,210,UG,D,1,,,,
AE 340,AE,340,A,Architectural Illumination and Electrical Systems,E,College of Engineering,"Civil, Arch, & Environ Engr",201715,1,,,(,CAEE 202,CAEE,202,UG,D,1,,,,
AE 340,AE,340,A,Architectural Illumination and Electrical Systems,E,College of Engineering,"Civil, Arch, & Environ Engr",201715,5,O,Or,,ENGR 210,ENGR,210,UG,D,1,,,,
AE 340,AE,340,A,Architectural Illumination and Electrical Systems,E,College of Engineering,"Civil, Arch, & Environ Engr",201715,6,O,Or,,CHE 206,CHE,206,UG,D,1,,,,
AE 340,AE,340,A,Architectural Illumination and Electrical Systems,E,College of Engineering,"Civil, Arch, & Environ Engr",201715,4,A,And,,PHYS 102,PHYS,102,UG,D,1,,),,
AE 390,AE,390,A,Architectural Engineering Design I,E,College of Engineering,"Civil, Arch, & Environ Engr",200515,3,A,And,,ARCH 192,ARCH,192,UG,D,1,,,,
AE 390,AE,390,A,Architectural Engineering Design I,E,College of Engineering,"Civil, Arch, & Environ Engr",200515,2,A,And,,AE 340,AE,340,UG,D,1,,,,
AE 390,AE,390,A,Architectural Engineering Design I,E,College of Engineering,"Civil, Arch, & Environ Engr",200515,1,,,,AE 220,AE,220,UG,D,1,,,,
AE 390,AE,390,A,Architectural Engineering Design I,E,College of Engineering,"Civil, Arch, & Environ Engr",200515,4,A,And,,MEM 202,MEM,202,UG,D,1,,,,
AE 391,AE,391,A,Architectural Engineering Design II,E,College of Engineering,"Civil, Arch, & Environ Engr",199815,1,,,,AE 390,AE,390,UG,D,1,,,,
AE 410,AE,410,A,Intelligent Buildings,E,College of Engineering,"Civil, Arch, & Environ Engr",,,,,, ,,,,,1,,,,
AE 430,AE,430,A,Control Systems for HVAC,E,College of Engineering,"Civil, Arch, & Environ Engr",200515,2,,,,AE 220,AE,220,UG,D,1,,,,
AE 430,AE,430,A,Control Systems for HVAC,E,College of Engineering,"Civil, Arch, & Environ Engr",200515,4,O,Or,,MEM 413,MEM,413,UG,D,1,,,,
AE 510,AE,510,A,Intelligent Buildings,E,College of Engineering,"Civil, Arch, & Environ Engr",,,,,, ,,,,,1,,,,
AE 544,AE,544,A,Building Envelope Systems,E,College of Engineering,"Civil, Arch, & Environ Engr",200515,4,O,Or,,CIVE 371,CIVE,371,UG,C,1,,,,
AE 544,AE,544,A,Building Envelope Systems,E,College of Engineering,"Civil, Arch, & Environ Engr",200515,2,,,,AE 391,AE,391,UG,C,1,,,,
AE 550,AE,550,A,Comfort Analysis and Indoor Air Quality,E,College of Engineering,"Civil, Arch, & Environ Engr",,,,,, ,,,,,1,,,,
AE 551,AE,551,A,Building Energy Systems I,E,College of Engineering,"Civil, Arch, & Environ Engr",199945,1,,,,AE 550,AE,550,GR,B,1,,,,
AE 552,AE,552,A,Building Energy Systems II,E,College of Engineering,"Civil, Arch, & Environ Engr",199945,1,,,,AE 550,AE,550,GR,B,1,,,,
AE 561,AE,561,A,Airflow Simulation in Built Environment,E,College of Engineering,"Civil, Arch, & Environ Engr",,,,,, ,,,,,1,,,,
AE 997,AE,997,A,Architectural Engineering Research,E,College of Engineering,"Civil, Arch, & Environ Engr",,,,,, ,,,,,1,,,,
AE 998,AE,998,A,Architectural Engineering Dissertation,E,College of Engineering,"Civil, Arch, & Environ Engr",,,,,, ,,,,,1,,,,
AE I199,AE,I199,A,Independent Study in AE,E,College of Engineering,"Civil, Arch, & Environ Engr",,,,,, ,,,,,1,,,,
AE I299,AE,I299,A,Independent Study in AE,E,College of Engineering,"Civil, Arch, & Environ Engr",,,,,, ,,,,,1,,,,
AE I399,AE,I399,A,Independent Study in AE,E,College of Engineering,"Civil, Arch, & Environ Engr",,,,,, ,,,,,1,,,,
AE I499,AE,I499,A,Independent Study in AE,E,College of Engineering,"Civil, Arch, & Environ Engr",,,,,, ,,,,,1,,,,
AE I599,AE,I599,A,Independent Study in AE,E,College of Engineering,"Civil, Arch, & Environ Engr",,,,,, ,,,,,1,,,,
AE I699,AE,I699,A,Independent Study in AE,E,College of Engineering,"Civil, Arch, & Environ Engr",,,,,, ,,,,,1,,,,
AE I799,AE,I799,A,Independent Study in AE,E,College of Engineering,"Civil, Arch, & Environ Engr",,,,,, ,,,,,1,,,,
AE I899,AE,I899,A,Independent Study in AE,E,College of Engineering,"Civil, Arch, & Environ Engr",,,,,, ,,,,,1,,,,
AE I999,AE,I999,A,Independent Study in AE,E,College of Engineering,"Civil, Arch, & Environ Engr",,,,,, ,,,,,1,,,,
AE T180,AE,T180,A,Special Topics in AE,E,College of Engineering,"Civil, Arch, & Environ Engr",,,,,, ,,,,,1,,,,
AE T280,AE,T280,A,Special Topics in AE,E,College of Engineering,"Civil, Arch, & Environ Engr",,,,,, ,,,,,1,,,,
AE T380,AE,T380,A,Special Topics in AE,E,College of Engineering,"Civil, Arch, & Environ Engr",,,,,, ,,,,,1,,,,
AE T480,AE,T480,A,Special Topics in AE,E,College of Engineering,"Civil, Arch, & Environ Engr",,,,,, ,,,,,1,,,,
AE T580,AE,T580,A,Special Topics in AE,E,College of Engineering,"Civil, Arch, & Environ Engr",,,,,, ,,,,,1,,,,
AE T680,AE,T680,A,Special Topics in AE,E,College of Engineering,"Civil, Arch, & Environ Engr",,,,,, ,,,,,1,,,,
AE T780,AE,T780,A,Special Topics in AE,E,College of Engineering,"Civil, Arch, & Environ Engr",,,,,, ,,,,,1,,,,
AE T880,AE,T880,A,Special Topics in AE,E,College of Engineering,"Civil, Arch, & Environ Engr",,,,,, ,,,,,1,,,,
AE T980,AE,T980,A,Special Topics in AE,E,College of Engineering,"Civil, Arch, & Environ Engr",,,,,, ,,,,,1,,,,
AFAS 101,AFAS,101,A,Introduction to Africana Studies,AS,Arts and Sciences,Africana Studies,,,,,, ,,,,,1,,,,
AFAS 201,AFAS,201,A,Cross Currents in Africana Studies,AS,Arts and Sciences,Africana Studies,,,,,, ,,,,,1,,,,
AFAS 210,AFAS,210,A,Topics in Africana Arts,AS,Arts and Sciences,Africana Studies,,,,,, ,,,,,1,,,,
AFAS 220,AFAS,220,A,Topics in Africana Society,AS,Arts and Sciences,Africana Studies,,,,,, ,,,,,1,,,,
AFAS 230,AFAS,230,A,Topics in African History,AS,Arts and Sciences,Africana Studies,,,,,, ,,,,,1,,,,
AFAS 240,AFAS,240,A,Topics in Africana Current Events,AS,Arts and Sciences,Africana Studies,,,,,, ,,,,,1,,,,
AFAS 255,AFAS,255,A,Gender & Black Popular Culture,AS,Arts and Sciences,Africana Studies,,,,,, ,,,,,1,,,,
AFAS 260,AFAS,260,A,"Race, Politics and Religion",AS,Arts and Sciences,Africana Studies,,,,,, ,,,,,1,,,,
AFAS 301,AFAS,301,A,Politics of Hip Hop,AS,Arts and Sciences,Africana Studies,,,,,, ,,,,,1,,,,
AFAS 310,AFAS,310,A,"Women, Crime, & History",AS,Arts and Sciences,Africana Studies,,,,,, ,,,,,1,,,,
AFAS 385,AFAS,385,A,"Rum, Rice and Revolution: Caribbean History",AS,Arts and Sciences,Africana Studies,,,,,, ,,,,,1,,,,
AFAS 401,AFAS,401,A,Urban Social Justice Practicum I,AS,Arts and Sciences,Africana Studies,,,,,, ,,,,,1,,,,
AFAS 402,AFAS,402,A,Urban Social Justice Practicum II,AS,Arts and Sciences,Africana Studies,200915,2,,,,AFAS 401,AFAS,401,UG,CR,1,,,,
AFAS I199,AFAS,I199,A,Independent Study in AFAS,AS,Arts and Sciences,Africana Studies,,,,,, ,,,,,1,,,,
AFAS I299,AFAS,I299,A,Independent Study in AFAS,AS,Arts and Sciences,Africana Studies,,,,,, ,,,,,1,,,,
AFAS I399,AFAS,I399,A,Independent Study in AFAS,AS,Arts and Sciences,Africana Studies,,,,,, ,,,,,1,,,,
AFAS I499,AFAS,I499,A,Independent Study in AFAS,AS,Arts and Sciences,Africana Studies,,,,,, ,,,,,1,,,,
AFAS T180,AFAS,T180,A,Special Topics in Africana Studies,AS,Arts and Sciences,Africana Studies,,,,,, ,,,,,1,,,,
AFAS T280,AFAS,T280,A,Special Topics in Africana Studies,AS,Arts and Sciences,Africana Studies,,,,,, ,,,,,1,,,,
AFAS T380,AFAS,T380,A,Special Topics in Africana Studies,AS,Arts and Sciences,Africana Studies,,,,,, ,,,,,1,,,,
AFAS T480,AFAS,T480,A,Special Topics in Africana Studies,AS,Arts and Sciences,Africana Studies,,,,,, ,,,,,1,,,,
ANAT 101,ANAT,101,A,Anatomy & Physiology I,NH,Nursing & Health Professions,Health Sciences,,,,,, ,,,,,1,,,,
ANAT 102,ANAT,102,A,Anatomy & Physiology II,NH,Nursing & Health Professions,Health Sciences,201415,2,,,,ANAT 101,ANAT,101,UG,D,1,,,,
ANAT 103,ANAT,103,A,Anatomy & Physiology III,NH,Nursing & Health Professions,Health Sciences,201515,4,,,,ANAT 102,ANAT,102,UG,D,1,,,,
ANAT 202,ANAT,202,A,Sectional Anatomy,NH,Nursing & Health Professions,Health Sciences,201915,,,,, ,,,,,1,,,,
ANIM 100,ANIM,100,A,Foundational Tools for Animation & VFX,A,Antoinette Westphal COMAD,Digital Media,,,,,, ,,,,,1,,,,
ANIM 110,ANIM,110,A,Digital Imaging for Animation & VFX,A,Antoinette Westphal COMAD,Digital Media,201815,1,,,,ANIM 100,ANIM,100,UG,D,1,,,,
ANIM 110,ANIM,110,A,Digital Imaging for Animation & VFX,A,Antoinette Westphal COMAD,Digital Media,201815,2,O,Or,,DIGM 100,DIGM,100,UG,D,1,,,,
ANIM 110,ANIM,110,A,Digital Imaging for Animation & VFX,A,Antoinette Westphal COMAD,Digital Media,201815,3,O,Or,,PHTO 141,PHTO,141,UG,D,1,,,,
ANIM 110,ANIM,110,A,Digital Imaging for Animation & VFX,A,Antoinette Westphal COMAD,Digital Media,201815,4,O,Or,,VSCM 200,VSCM,200,UG,D,1,,,,
ANIM 110,ANIM,110,A,Digital Imaging for Animation & VFX,A,Antoinette Westphal COMAD,Digital Media,201815,5,O,Or,,GMAP 101,GMAP,101,UG,D,1,,,,
ANIM 115,ANIM,115,A,Introduction to Production with Animation & VFX,A,Antoinette Westphal COMAD,Digital Media,201815,2,O,Or,,ANIM 100,ANIM,100,UG,D,1,,,,
ANIM 115,ANIM,115,A,Introduction to Production with Animation & VFX,A,Antoinette Westphal COMAD,Digital Media,201815,4,O,Or,,VSCM 200,VSCM,200,UG,D,1,,,,
ANIM 115,ANIM,115,A,Introduction to Production with Animation & VFX,A,Antoinette Westphal COMAD,Digital Media,201815,3,O,Or,,PHTO 141,PHTO,141,UG,D,1,,,,
ANIM 115,ANIM,115,A,Introduction to Production with Animation & VFX,A,Antoinette Westphal COMAD,Digital Media,201815,1,,,,IDM 211,IDM,211,UG,D,1,,,,
ANIM 115,ANIM,115,A,Introduction to Production with Animation & VFX,A,Antoinette Westphal COMAD,Digital Media,201815,5,O,Or,,DIGM 100,DIGM,100,UG,D,1,,,,
ANIM 140,ANIM,140,A,Computer Graphics Imagery I,A,Antoinette Westphal COMAD,Digital Media,201815,6,O,Or,,VRIM 100,VRIM,100,UG,D,1,,,,
ANIM 140,ANIM,140,A,Computer Graphics Imagery I,A,Antoinette Westphal COMAD,Digital Media,201815,4,O,Or,,ANIM 100,ANIM,100,UG,D,1,,,,
ANIM 140,ANIM,140,A,Computer Graphics Imagery I,A,Antoinette Westphal COMAD,Digital Media,201815,2,,,,DIGM 100,DIGM,100,UG,D,1,,,,
ANIM 140,ANIM,140,A,Computer Graphics Imagery I,A,Antoinette Westphal COMAD,Digital Media,201815,7,O,Or,,GMAP 101,GMAP,101,UG,D,1,,,,
ANIM 140,ANIM,140,A,Computer Graphics Imagery I,A,Antoinette Westphal COMAD,Digital Media,201815,5,O,Or,,PHTO 141,PHTO,141,UG,D,1,,,,
ANIM 140,ANIM,140,A,Computer Graphics Imagery I,A,Antoinette Westphal COMAD,Digital Media,201815,3,O,Or,,VSCM 200,VSCM,200,UG,D,1,,,,
ANIM 141,ANIM,141,A,Computer Graphics Imagery II,A,Antoinette Westphal COMAD,Digital Media,201315,4,O,Or,,ANIM 140,ANIM,140,UG,D,1,,,,
ANIM 141,ANIM,141,A,Computer Graphics Imagery II,A,Antoinette Westphal COMAD,Digital Media,201315,2,,,,DIGM 110,DIGM,110,UG,D,1,,,,
ANIM 152,ANIM,152,A,Multimedia Timeline Design,A,Antoinette Westphal COMAD,Digital Media,201815,2,O,Or,,DIGM 100,DIGM,100,UG,D,1,,,,
ANIM 152,ANIM,152,A,Multimedia Timeline Design,A,Antoinette Westphal COMAD,Digital Media,201815,3,O,Or,,PHTO 141,PHTO,141,UG,D,1,,,,
ANIM 152,ANIM,152,A,Multimedia Timeline Design,A,Antoinette Westphal COMAD,Digital Media,201815,1,,,,ANIM 100,ANIM,100,UG,D,1,,,,
ANIM 152,ANIM,152,A,Multimedia Timeline Design,A,Antoinette Westphal COMAD,Digital Media,201815,5,O,Or,,GMAP 101,GMAP,101,UG,D,1,,,,
ANIM 152,ANIM,152,A,Multimedia Timeline Design,A,Antoinette Westphal COMAD,Digital Media,201815,4,O,Or,,VSCM 200,VSCM,200,UG,D,1,,,,
ANIM 211,ANIM,211,A,Animation I,A,Antoinette Westphal COMAD,Digital Media,201715,1,,,,ANIM 140,ANIM,140,UG,D,1,,,,
ANIM 212,ANIM,212,A,Animation II,A,Antoinette Westphal COMAD,Digital Media,201815,2,,,,ANIM 211,ANIM,211,UG,D,1,,,,
ANIM 215,ANIM,215,A,History of Animation,A,Antoinette Westphal COMAD,Digital Media,,,,,, ,,,,,1,,,,
ANIM 220,ANIM,220,A,Digital Compositing I,A,Antoinette Westphal COMAD,Digital Media,201815,3,O,Or,,PHTO 141,PHTO,141,UG,D,1,,,,
ANIM 220,ANIM,220,A,Digital Compositing I,A,Antoinette Westphal COMAD,Digital Media,201815,5,O,Or,,VRIM 100,VRIM,100,UG,D,1,,,,
ANIM 220,ANIM,220,A,Digital Compositing I,A,Antoinette Westphal COMAD,Digital Media,201815,4,O,Or,,VSCM 200,VSCM,200,UG,D,1,,,,
ANIM 220,ANIM,220,A,Digital Compositing I,A,Antoinette Westphal COMAD,Digital Media,201815,1,,,,ANIM 100,ANIM,100,UG,D,1,,,,
ANIM 220,ANIM,220,A,Digital Compositing I,A,Antoinette Westphal COMAD,Digital Media,201815,2,O,Or,,DIGM 100,DIGM,100,UG,D,1,,,,
ANIM 221,ANIM,221,A,Digital Compositing II,A,Antoinette Westphal COMAD,Digital Media,201715,3,A,And,,ANIM 220,ANIM,220,UG,D,1,,,,
ANIM 221,ANIM,221,A,Digital Compositing II,A,Antoinette Westphal COMAD,Digital Media,201715,1,,,,ANIM 110,ANIM,110,UG,D,1,,,,
ANIM 221,ANIM,221,A,Digital Compositing II,A,Antoinette Westphal COMAD,Digital Media,201715,2,A,And,,ANIM 211,ANIM,211,UG,D,1,,,,
ANIM 231,ANIM,231,A,Scripting for Animation and Visual Effects,A,Antoinette Westphal COMAD,Digital Media,201515,2,O,Or,,CS 171,CS,171,UG,D,1,,,,
ANIM 231,ANIM,231,A,Scripting for Animation and Visual Effects,A,Antoinette Westphal COMAD,Digital Media,201515,1,,,,CS 140,CS,140,UG,D,1,,,,
ANIM 247,ANIM,247,A,Organic Modeling I,A,Antoinette Westphal COMAD,Digital Media,201715,1,,,,ANIM 212,ANIM,212,UG,D,1,,,,
ANIM 248,ANIM,248,A,Advanced Lighting,A,Antoinette Westphal COMAD,Digital Media,201115,2,,,,ANIM 141,ANIM,141,UG,D,1,,,,
ANIM 248,ANIM,248,A,Advanced Lighting,A,Antoinette Westphal COMAD,Digital Media,201115,4,O,Or,,DIGM 141,DIGM,141,UG,D,1,,,,
ANIM 250,ANIM,250,A,Professional Practices for Animation & VFX,A,Antoinette Westphal COMAD,Digital Media,201715,2,O,Or,,ANIM 221,ANIM,221,UG,C,1,,,,
ANIM 250,ANIM,250,A,Professional Practices for Animation & VFX,A,Antoinette Westphal COMAD,Digital Media,201715,1,,,,ANIM 212,ANIM,212,UG,C,1,,,,
ANIM 250,ANIM,250,A,Professional Practices for Animation & VFX,A,Antoinette Westphal COMAD,Digital Media,201715,3,O,Or,,ANIM 247,ANIM,247,UG,C,1,,,,
ANIM 314,ANIM,314,A,Character Animation I,A,Antoinette Westphal COMAD,Digital Media,201715,1,,,,ANIM 247,ANIM,247,UG,D,1,,,,
ANIM 315,ANIM,315,A,Character Animation II,A,Antoinette Westphal COMAD,Digital Media,201715,2,,,,ANIM 314,ANIM,314,UG,B,1,,,,
ANIM 347,ANIM,347,A,Organic Modeling II,A,Antoinette Westphal COMAD,Digital Media,201715,2,A,And,,ANIM 315,ANIM,315,UG,B,1,,,,
ANIM 347,ANIM,347,A,Organic Modeling II,A,Antoinette Westphal COMAD,Digital Media,201715,1,,,,ANIM 247,ANIM,247,UG,B,1,,,,
ANIM 350,ANIM,350,A,Experimental Animation Lab,A,Antoinette Westphal COMAD,Digital Media,201715,1,,,,ANIM 314,ANIM,314,UG,D,1,,,,
ANIM 388,ANIM,388,A,Spatial Data Capture,A,Antoinette Westphal COMAD,Digital Media,201915,5,O,Or,,GMAP 367,GMAP,367,UG,D,1,,,,
ANIM 388,ANIM,388,A,Spatial Data Capture,A,Antoinette Westphal COMAD,Digital Media,201915,2,,,,DIGM 212,DIGM,212,UG,D,1,,,,
ANIM 388,ANIM,388,A,Spatial Data Capture,A,Antoinette Westphal COMAD,Digital Media,201915,4,O,Or,,ANIM 212,ANIM,212,UG,D,1,,,,
ANIM 410,ANIM,410,A,Advanced Compositing,A,Antoinette Westphal COMAD,Digital Media,201515,6,A,And,,ANIM 212,ANIM,212,UG,D,1,,,,
ANIM 410,ANIM,410,A,Advanced Compositing,A,Antoinette Westphal COMAD,Digital Media,201515,2,,,(,ANIM 219,ANIM,219,UG,D,1,,,,
ANIM 410,ANIM,410,A,Advanced Compositing,A,Antoinette Westphal COMAD,Digital Media,201515,3,O,Or,,ANIM 221,ANIM,221,UG,D,1,,),,
ANIM 411,ANIM,411,A,Advanced Animation,A,Antoinette Westphal COMAD,Digital Media,201915,1,,,,ANIM 212,ANIM,212,UG,D,1,,,,
ANIM 435,ANIM,435,A,Technical Directing for Animation,A,Antoinette Westphal COMAD,Digital Media,201115,4,O,Or,,DIGM 302,DIGM,302,UG,D,1,,,,
ANIM 435,ANIM,435,A,Technical Directing for Animation,A,Antoinette Westphal COMAD,Digital Media,201115,2,,,,ANIM 219,ANIM,219,UG,D,1,,,,
ANIM 588,ANIM,588,A,Spatial Data Capture,A,Antoinette Westphal COMAD,Digital Media,201815,2,A,And,,DIGM 506,DIGM,506,GR,B,1,,,,
ANIM 588,ANIM,588,A,Spatial Data Capture,A,Antoinette Westphal COMAD,Digital Media,201815,1,,,,DIGM 505,DIGM,505,GR,B,1,,,,
ANIM I199,ANIM,I199,A,Independent Study in Animation,A,Antoinette Westphal COMAD,Digital Media,,,,,, ,,,,,1,,,,
ANIM I299,ANIM,I299,A,Independent Study in Animation,A,Antoinette Westphal COMAD,Digital Media,,,,,, ,,,,,1,,,,
ANIM I399,ANIM,I399,A,Independent Study in Animation,A,Antoinette Westphal COMAD,Digital Media,,,,,, ,,,,,1,,,,
ANIM I499,ANIM,I499,A,Independent Study in Animation,A,Antoinette Westphal COMAD,Digital Media,,,,,, ,,,,,1,,,,
ANIM T180,ANIM,T180,A,Special Topics in Animation,A,Antoinette Westphal COMAD,Digital Media,,,,,, ,,,,,1,,,,
ANIM T280,ANIM,T280,A,Special Topics in Animation,A,Antoinette Westphal COMAD,Digital Media,,,,,, ,,,,,1,,,,
ANIM T380,ANIM,T380,A,Special Topics in Animation,A,Antoinette Westphal COMAD,Digital Media,,,,,, ,,,,,1,,,,
ANIM T480,ANIM,T480,A,Special Topics in Animation,A,Antoinette Westphal COMAD,Digital Media,,,,,, ,,,,,1,,,,
ANTH 101,ANTH,101,A,Introduction to Cultural Diversity,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 110,ANTH,110,A, Human Past:  Anthropology and Prehistoric Archeology,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 111,ANTH,111,A,Introduction to Biological Anthropology,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 112,ANTH,112,A,"Language, Culture & Cognition",AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 117,ANTH,117,A,Introduction to World Religions,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 120,ANTH,120,A,Biblical Archaeology: The Archaeology of Israel and Jordan,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 140,ANTH,140,A,Anthropology of Food,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 205,ANTH,205,A,Imagining Africa,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 210,ANTH,210,A,"Worldview: Science, Religion and Magic",AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 212,ANTH,212,A,Topics in World Ethnography,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 215,ANTH,215,A,Anthropology of Gender,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 217,ANTH,217,A,Anthropology of Interfaith Relations,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 220,ANTH,220,A,Aging In Cross-Cultural Perspective,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 225,ANTH,225,A,Anthropology of Youth,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 240,ANTH,240,A,Urban Anthropology,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 245,ANTH,245,A,Reflecting on Work Identity,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 250,ANTH,250,A,Anthropology of Immigration,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 255,ANTH,255,A,Psychological Anthropology,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 265,ANTH,265,A,Health & Healing Practices in Cross-Cultural Perspective,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 270,ANTH,270,A,Comparative Religious Ethics,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 310,ANTH,310,A,Societies In Transition: The Impact of Modernization and the Third World,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 312,ANTH,312,A,Approaches to Intercultural Behavior,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 325,ANTH,325,A,DIY Culture,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 330,ANTH,330,A,Media Anthropology,AS,Arts and Sciences,Anthropology,200715,,,,, ,,,,,1,,,,
ANTH 335,ANTH,335,A,Anthropology of Education,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 340,ANTH,340,A,Crete Through The Looking Glass,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 345,ANTH,345,A,Visual Anthropology,AS,Arts and Sciences,Anthropology,201315,2,,,,ANTH 101,ANTH,101,UG,D,1,,,,
ANTH 350,ANTH,350,A,Anthropology of Language,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 355,ANTH,355,A,Digital Culture,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 360,ANTH,360,A,Culture and the Environment,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 363,ANTH,363,A,Sacred Traditions of the East,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 365,ANTH,365,A,Family and Kinship,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 370,ANTH,370,A,Ethnographic Methods,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 375,ANTH,375,A,Digital Ethnography,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 380,ANTH,380,A,Special Topics in Anthropology,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 385,ANTH,385,A,Community Engaged Anthropology,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 390,ANTH,390,A,Seminar in Ethnography,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 410,ANTH,410,A,Cultural Theory I,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH 411,ANTH,411,A,Cultural Theory II,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH I199,ANTH,I199,A,Independent Study in ANTH,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH I299,ANTH,I299,A,Independent Study in ANTH,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH I399,ANTH,I399,A,Independent Study in ANTH,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH I499,ANTH,I499,A,Independent Study in ANTH,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH T180,ANTH,T180,A,Special Topics in Anthropology,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH T280,ANTH,T280,A,Special Topics in Anthropology,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH T380,ANTH,T380,A,Special Topics in Anthropology,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ANTH T480,ANTH,T480,A,Special Topics in Anthropology,AS,Arts and Sciences,Anthropology,,,,,, ,,,,,1,,,,
ARBC 101,ARBC,101,A,Arabic I,AS,Arts and Sciences,Global Studies & Modern Langs,,,,,, ,,,,,1,,,,
ARBC 102,ARBC,102,A,Arabic II,AS,Arts and Sciences,Global Studies & Modern Langs,201415,1,,,,ARBC 101,ARBC,101,UG,C,1,,,,
ARBC 103,ARBC,103,A,Arabic III,AS,Arts and Sciences,Global Studies & Modern Langs,201415,1,,,,ARBC 102,ARBC,102,UG,C,1,,,,
ARBC 201,ARBC,201,A,Arabic IV,AS,Arts and Sciences,Global Studies & Modern Langs,201415,1,,,,ARBC 103,ARBC,103,UG,C,1,,,,
ARBC 202,ARBC,202,A,Arabic V,AS,Arts and Sciences,Global Studies & Modern Langs,201415,1,,,,ARBC 201,ARBC,201,UG,C,1,,,,
ARBC 310,ARBC,310,A,Advanced Writing and Speaking,AS,Arts and Sciences,Global Studies & Modern Langs,201715,1,,,,ARBC 202,ARBC,202,UG,C,1,,,,
ARBC 320,ARBC,320,A,Introduction to Language for the Professions,AS,Arts and Sciences,Global Studies & Modern Langs,201815,1,,,,ARBC 310,ARBC,310,UG,C,1,,,,
ARBC 410,ARBC,410,A,Advanced Grammar and Translation,AS,Arts and Sciences,Global Studies & Modern Langs,201815,1,,,,ARBC 310,ARBC,310,UG,C,1,,,,
